"Position (mm) Run #1";"Position (mm) Run #2"
-17,0110;-4,3349
-14,9483;-5,5784
-12,8855;-6,4386
-10,8359;-7,2988
-8,5881;-8,1590
-6,5387;-9,0192
-4,3042;-9,8794
-2,0696;-10,7589
0,1787;-11,4471
2,2276;-12,1544
4,4621;-12,6705
6,7108;-13,1866
8,7593;-13,7218
11,0082;-14,0849
13,0709;-14,2569
15,1482;-14,4289
17,0392;-14,6200
18,9301;-14,6200
20,8211;-14,6391
22,7270;-14,4671
24,4611;-14,2951
26,0084;-14,1422
27,5557;-13,7982
29,1334;-13,4734
30,3217;-12,9575
31,7125;-12,4416
32,9315;-11,9448
33,9787;-11,2570
34,8384;-10,5884
35,7138;-9,7286
36,4172;-8,8688
36,9332;-8,0284
37,4647;-6,9773
37,8243;-6,1175
37,9963;-5,2773
38,1997;-4,2456
38,0120;-3,1942
38,0433;-2,3541
37,6993;-1,3422
37,3709;-0,0990
36,8704;0,7409
36,1979;1,7527
35,3377;2,9962
34,4775;3,8360
33,6482;4,8877
32,4437;5,7274
31,2393;6,7994
30,0502;7,4671
28,6888;8,3471
27,1401;9,0350
25,6065;9,7228
23,8856;10,4107
22,1648;11,1189
20,4587;11,6348
18,5657;12,1508
16,6872;12,6871
14,6220;13,0311
12,5568;13,3955
10,4915;13,5675
8,4263;13,7395
6,3751;13,9320
4,1237;13,9525
2,0723;13,7805
-0,1789;13,6085
-2,2305;13,4570
-4,4815;13,1129
-6,5333;12,7689
-8,7840;12,4453
-10,8493;11,9292
-12,9145;11,4335
-14,9928;10,7454
-16,8858;10,0572
-18,7789;9,3691
-20,6719;8,6810
-22,5776;8,0130
-24,3110;7,1528
-25,8597;6,3127
-27,4084;5,2603
-28,9694;4,4202
-30,3582;3,3879
-31,5627;2,3555
-32,7792;1,3034
-33,8115;0,4630
-34,8559;-0,5693
-35,7281;-1,6016
-36,4162;-2,6536
-37,1163;-3,4942
-37,6442;-4,5265
-37,9883;-5,5784
-38,3441;-6,4386
-38,5280;-7,2988
-38,5398;-8,1590
-38,3679;-9,0386
-38,2077;-9,7267
-37,8756;-10,4149
-37,3597;-11,1223
-36,8557;-11,6383
-36,1798;-12,1736
-35,3200;-12,5176
-34,4723;-12,8617
-33,4406;-13,2057
-32,4210;-13,5689
-31,2297;-13,7409
-29,8542;-13,9320
-28,4911;-13,9511
-26,9438;-13,7600
-25,4090;-13,7791
-23,6898;-13,6262
-21,9707;-13,2823
-20,2643;-12,9383
-18,3733;-12,6135
-16,4824;-12,0976
-14,6045;-11,6009
-12,5417;-10,8938
-10,4789;-10,3971
-8,4162;-9,7286
-6,3669;-8,8495
-4,1188;-8,1810
-2,0560;-7,3212
0,0068;-6,4614
2,0557;-5,6016
4,3042;-4,7614
6,3670;-3,7297
8,4439;-2,6784
10,3206;-1,8383
12,3977;-0,8066
14,2887;0,2449
16,1796;1,0848
18,0853;2,1364
19,8044;2,9763
21,5236;4,0280
23,2576;4,8877
24,8049;5,7475
26,3824;6,6275
27,5708;7,3153
28,9615;8,0032
30,1803;8,6910
31,2120;9,3789
32,2591;10,0871
33,1189;10,6030
34,0096;11,1189
34,5100;11,6552
35,2289;11,9992
35,5729;12,3636
35,9324;12,5356
36,1044;12,7076
36,2920;12,9000
36,3076;12,9000
36,1512;12,9000
35,8071;12,9205
35,4786;12,7484
34,9781;12,5969
34,2899;12,2528
33,6172;11,9292
32,7724;11,4131
31,7401;10,8971
30,7078;10,4013
29,7060;9,6929
28,3143;9,1971
27,1401;8,5089
25,5764;7,8208
24,2298;7,1326
22,4940;6,4848
20,9602;5,4324
19,2540;4,5722
17,3464;3,7120
15,6401;2,8717
13,7615;1,8195
11,6819;0,9593
9,8031;0,1189
7,7237;-0,9134
5,8447;-1,9655
3,7795;-2,8257
1,7143;-3,6859
-0,3510;-4,5265
-2,4162;-5,5979
-4,4815;-6,2860
-6,5467;-6,9547
-8,6119;-7,8343
-10,6904;-8,5225
-12,5835;-9,2106
-14,4765;-9,8988
-16,3695;-10,6062
-18,2755;-11,1223
-19,9963;-11,6576
-21,7299;-12,0016
-23,2786;-12,3648
-24,8273;-12,5368
